15,205,8,9,10,12,10,41,33,36,54,,,,,,,,,,,,,,,,,,,,,
,,,Porter_ex,Pryor_ex,Magazine_ex,Sugarloaf_ex,Porter,Pryor,Magazine,Sugarloaf,,,,,,,,,,,,,,,,,,,,,
Ind,Pop,C11 - 1, ,G13 - 1, ,G07 - 1, ,1F02 - 1, ,FIR031 - 1, ,GOT009 - 1, ,POR016 - 1, ,FIR013 - 1, ,FIR043 - 1, ,GOT040 - 1, ,PIE039 - 1, ,FIR053 - 1, ,FIR048 - 1, ,PIE125 - 1, ,QpZag9 - 1, 
"TCB-01448","Porter_ex","01","05","0","0","02","02","04","07","03","04","05","05","02","02","03","03","04","06","02","02","02","02","02","04","05","10","03","04","08","08"
"TCB-01447","Porter_ex","01","05","0","0","02","02","07","07","04","01","05","08","02","02","03","03","06","06","02","02","02","02","02","04","05","11","03","06","08","06"
"TCB-01446","Porter_ex","02","04","0","0","02","02","04","07","05","11","05","06","02","02","03","03","05","05","02","03","02","02","02","03","05","05","03","06","06","09"
"TCB-01445","Porter_ex","01","02","0","0","02","02","04","04","04","02","05","06","02","02","03","03","04","03","02","02","02","02","04","03","14","17","06","01","08","09"
"TCB-01444","Porter_ex","01","06","0","0","02","02","04","04","04","02","06","07","02","03","03","03","06","03","02","02","02","01","02","04","05","17","06","01","09","04"
"TCB-01443","Porter_ex","01","05","0","0","02","02","04","04","04","15","08","07","02","02","03","03","04","10","02","02","02","02","04","04","05","05","04","06","01","07"
"TCB-01442","Porter_ex","01","09","0","0","02","02","04","06","04","07","08","07","02","02","03","03","04","03","02","02","02","01","02","03","05","14","06","05","08","09"
"TCB-01441","Porter_ex","05","06","0","0","02","02","07","05","02","09","06","06","02","02","03","03","04","03","02","02","02","02","02","04","14","08","03","02","08","03"
"TCB-01440","Porter_ex","01","01","0","0","02","02","07","06","04","05","09","10","02","03","03","03","04","03","02","01","02","02","02","03","05","14","06","06","08","06"
"TCB-01458","Pryor_ex","05","06","0","0","02","02","06","06","05","06","01","01","02","02","03","03","04","04","02","02","02","02","02","04","09","12","04","01","11","11"
"TCB-01457","Pryor_ex","06","09","0","0","02","02","04","06","08","13","06","06","02","02","03","03","05","09","02","02","02","03","02","03","12","06","06","01","01","03"
"TCB-01456","Pryor_ex","02","13","0","0","02","02","09","09","01","06","05","06","02","02","03","02","04","05","02","02","02","02","02","04","14","12","04","04","08","11"
"TCB-01455","Pryor_ex","01","09","0","0","02","02","06","09","13","12","03","03","02","02","03","02","05","05","02","02","02","02","03","03","14","12","04","01","08","01"
"TCB-01454","Pryor_ex","06","06","0","0","02","02","06","10","01","05","06","03","02","02","03","03","05","05","02","02","02","03","04","04","12","12","04","06","08","03"
"TCB-01453","Pryor_ex","06","06","0","0","02","02","06","10","01","05","06","03","02","02","03","03","05","05","02","02","02","03","04","04","12","12","04","06","08","03"
"TCB-01452","Pryor_ex","01","06","0","0","02","02","06","06","05","06","06","06","02","02","03","03","05","05","02","02","02","03","04","04","10","12","04","04","03","11"
"TCB-01451","Pryor_ex","13","08","0","0","02","02","09","09","05","11","06","06","02","02","03","03","05","05","02","02","02","02","02","03","14","02","03","04","08","06"
"TCB-01450","Pryor_ex","02","08","0","0","02","02","09","09","01","11","05","06","02","02","03","02","04","05","02","02","02","02","02","02","14","12","04","04","08","06"
"TCB-01449","Pryor_ex","05","06","0","0","02","02","06","06","05","06","01","03","02","02","03","03","04","04","02","02","02","02","02","04","09","12","04","01","11","11"
"TCB-01460","Magazine_ex","05","15","0","0","02","02","04","07","15","12","09","02","02","02","03","03","03","10","02","03","02","02","02","03","10","09","04","01","04","03"
"TCB-01462","Magazine_ex","05","07","0","0","02","02","05","08","04","04","05","02","02","02","03","02","04","07","02","03","02","02","03","03","10","09","04","07","09","04"
"TCB-01463","Magazine_ex","01","07","0","0","02","02","04","04","05","05","08","06","02","02","03","03","09","08","02","02","03","03","03","03","10","12","04","04","03","05"
"TCB-01464","Magazine_ex","01","05","0","0","02","02","04","06","07","07","06","06","02","02","03","03","08","08","02","02","03","03","02","03","05","10","04","02","04","11"
"TCB-01465","Magazine_ex","05","05","0","0","02","02","04","07","07","07","06","07","02","02","03","03","07","01","02","02","01","03","02","03","05","12","06","06","03","11"
"TCB-01467","Magazine_ex","01","12","0","0","02","02","04","04","06","06","08","07","02","02","03","03","04","07","02","02","02","02","02","03","03","16","01","05","05","05"
"TCB-01468","Magazine_ex","06","13","0","0","02","02","04","04","05","05","08","01","02","02","03","03","07","08","02","02","02","02","02","03","14","15","04","04","08","05"
"TCB-01470","Magazine_ex","05","11","0","0","02","02","07","07","04","02","06","09","02","02","03","03","06","03","02","02","02","01","02","03","10","10","06","06","04","11"
"TCB-01472","Magazine_ex","05","08","0","0","02","02","04","04","04","02","05","07","03","03","03","02","10","07","02","02","02","01","03","03","05","10","04","04","08","09"
"TCB-01473","Magazine_ex","01","05","0","0","02","02","04","06","04","02","02","11","02","02","03","02","10","10","02","02","02","02","04","03","10","12","04","06","09","10"
"TCB-01474","Magazine_ex","01","07","0","0","02","02","04","05","15","14","08","02","02","02","03","03","10","09","02","02","02","02","04","03","05","02","06","01","09","03"
"TCB-01475","Magazine_ex","01","07","0","0","02","02","05","05","05","15","07","02","02","02","03","03","04","09","02","02","02","02","04","03","06","02","01","01","09","07"
"TCB-01429","Sugarloaf_ex","01","06","0","0","02","02","04","04","01","01","06","06","02","02","03","03","04","03","02","02","02","02","04","03","09","15","03","03","09","01"
"TCB-01430","Sugarloaf_ex","01","05","0","0","02","02","06","05","01","08","08","11","02","02","03","02","04","04","02","02","02","02","02","03","12","06","04","06","08","07"
"TCB-01431","Sugarloaf_ex","05","09","0","0","02","02","0","0","09","08","06","04","02","02","03","02","06","03","02","03","02","02","04","03","05","12","03","04","09","02"
"TCB-01432","Sugarloaf_ex","06","11","06","11","02","02","04","05","04","08","07","07","02","02","03","03","04","04","02","02","02","02","02","03","02","15","04","04","04","01"
"TCB-01433","Sugarloaf_ex","08","08","06","03","02","02","04","07","01","02","06","04","02","02","03","02","05","02","02","02","02","02","03","03","15","13","06","06","04","04"
"TCB-01434","Sugarloaf_ex","01","05","0","0","02","02","04","05","02","06","06","07","02","02","03","03","04","05","02","02","02","02","03","03","08","12","06","05","09","04"
"TCB-01435","Sugarloaf_ex","01","09","0","0","02","02","06","05","04","06","05","06","02","02","03","03","04","04","02","02","02","03","03","03","11","12","04","05","09","02"
"TCB-01436","Sugarloaf_ex","06","09","0","0","02","02","07","05","01","05","05","07","02","02","02","02","04","02","02","02","02","03","03","03","08","02","04","06","06","09"
"TCB-01437","Sugarloaf_ex","01","01","0","0","02","02","07","05","11","08","06","10","02","02","03","05","04","03","02","02","02","02","03","03","09","04","06","06","09","04"
"TCB-01438","Sugarloaf_ex","05","06","0","0","02","02","0","0","04","02","06","04","02","02","03","03","03","08","02","02","02","02","02","03","02","04","04","04","09","09"
"QAc-W-0001","Porter","01","04","02","10","02","03","04","02","02","15","06","07","02","02","03","03","04","03","02","02","02","02","04","04","05","12","04","04","08","09"
"QAc-W-0002","Porter","01","01","03","02","02","02","04","04","05","02","06","07","02","02","03","02","04","03","02","03","02","01","02","04","05","14","06","05","09","04"
"QAc-W-0003","Porter","01","04","11","02","02","02","04","07","05","08","05","05","02","02","03","03","05","03","02","02","02","02","04","04","14","06","04","06","08","09"
"QAc-W-0004","Porter","01","01","11","02","02","02","04","04","06","08","05","06","02","02","03","03","04","04","02","02","02","02","04","04","12","13","04","04","08","09"
"QAc-W-0005","Porter","01","01","11","02","02","03","04","05","02","08","05","07","02","02","03","03","04","03","02","02","02","02","04","03","14","12","04","04","07","07"
"QAc-W-0006","Porter","01","04","11","02","02","02","04","04","06","08","05","05","02","02","03","03","04","04","02","03","02","02","04","03","12","13","04","06","08","08"
"QAc-W-0007","Porter","01","04","11","11","0","0","0","0","04","08","05","06","02","02","03","03","04","03","02","02","02","02","04","03","12","13","04","06","08","09"
"QAc-W-0008","Porter","01","04","11","03","02","03","04","04","07","08","05","06","02","02","03","03","04","03","02","02","02","01","03","01","11","13","0","0","08","03"
