Sample.Name,Pop,C1,C2,C3,C4,C5
TMA-ZAIN-G-,NBG,0.008,0.003,0.969,0.003,0.017
TMA-ZAIN-G-,NBG,0.03,0.007,0.256,0.003,0.704
TMA-ZAIN-G-,NBG,0.004,0.018,0.007,0.016,0.954
TMA-ZAIN-G-,NBG,0.011,0.003,0.008,0.008,0.97
TMA-ZAIN-G-,NBG,0.004,0.016,0.005,0.013,0.963
TMA-ZAIN-G-,NBG,0.002,0.004,0.003,0.003,0.987
TMA-ZAIN-G-,NBG,0.031,0.068,0.003,0.031,0.867
TMA-ZAIN-G-,NBG,0.003,0.006,0.004,0.003,0.984
TMA-ZAIN-G-,NBG,0.003,0.009,0.004,0.003,0.981
TMA-ZAIN-G-,NBG,0.007,0.004,0.005,0.012,0.972
NA,NA,0,0,0,0,0
TMA-ZAIN-G-,KWTFBG,0.038,0.004,0.138,0.006,0.814
TMA-ZAIN-G-,KWTFBG,0.018,0.005,0.451,0.003,0.522
TMA-ZAIN-G-,KWTFBG,0.003,0.005,0.003,0.002,0.986
TMA-ZAIN-G-,KWTFBG,0.002,0.006,0.003,0.003,0.987
TMA-ZAIN-G-,KWTFBG,0.002,0.007,0.003,0.002,0.986
TMA-ZAIN-G-,KWTFBG,0.003,0.004,0.003,0.003,0.987
TMA-ZAIN-G-,KWTFBG,0.003,0.011,0.004,0.007,0.976
TMA-ZAIN-G-,KWTFBG,0.11,0.065,0.441,0.029,0.356
TMA-ZAIN-G-,KWTFBG,0.114,0.019,0.833,0.026,0.008
NA,NA,0,0,0,0,0
ZFB01,ZFB,0.791,0.005,0.021,0.005,0.178
ZFB02,ZFB,0.969,0.003,0.012,0.006,0.01
ZFB03,ZFB,0.939,0.006,0.022,0.013,0.02
ZFB04,ZFB,0.97,0.004,0.011,0.004,0.011
ZFB05,ZFB,0.92,0.003,0.05,0.01,0.017
ZFB06,ZFB,0.941,0.003,0.033,0.006,0.017
ZFB07,ZFB,0.972,0.009,0.007,0.006,0.006
ZFB08,ZFB,0.952,0.007,0.019,0.009,0.013
ZFB09,ZFB,0.938,0.004,0.023,0.004,0.031
ZFB10,ZFB,0.882,0.013,0.032,0.005,0.069
ZFB11,ZFB,0.639,0.006,0.05,0.005,0.299
ZFB12,ZFB,0.852,0.006,0.033,0.007,0.102
ZFB13,ZFB,0.967,0.008,0.015,0.005,0.005
ZFB14,ZFB,0.943,0.007,0.021,0.007,0.022
ZFB15,ZFB,0.934,0.003,0.038,0.003,0.022
ZFB16,ZFB,0.948,0.004,0.034,0.003,0.011
ZFB17,ZFB,0.94,0.004,0.03,0.005,0.021
ZFB18,ZFB,0.901,0.006,0.022,0.006,0.065
ZFB19,ZFB,0.954,0.022,0.011,0.005,0.009
ZFB20,ZFB,0.927,0.004,0.043,0.003,0.023
ZFB21,ZFB,0.925,0.003,0.054,0.004,0.015
ZFB22,ZFB,0.875,0.005,0.045,0.003,0.072
ZFB23,ZFB,0.892,0.009,0.026,0.007,0.065
ZFB24,ZFB,0.743,0.005,0.019,0.005,0.229
ZFB25,ZFB,0.791,0.031,0.064,0.013,0.101
ZFB26,ZFB,0.879,0.016,0.026,0.007,0.072
ZFB27,ZFB,0.694,0.007,0.122,0.004,0.172
ZFB28,ZFB,0.276,0.021,0.579,0.111,0.012
ZFB29,ZFB,0.872,0.004,0.036,0.005,0.082
ZFB30,ZFB,0.903,0.007,0.029,0.005,0.057
ZFB31,ZFB,0.938,0.026,0.019,0.006,0.011
ZFB32,ZFB,0.689,0.012,0.124,0.137,0.038
ZFB33,ZFB,0.91,0.003,0.038,0.003,0.046
ZFB34,ZFB,0.968,0.005,0.008,0.007,0.012
ZFB35,ZFB,0.959,0.007,0.01,0.006,0.017
NA,NA,0,0,0,0,0
ZFBP101,ZFBP1,0.015,0.835,0.011,0.131,0.008
ZFBP102,ZFBP1,0.024,0.927,0.015,0.025,0.008
ZFBP103,ZFBP1,0.009,0.661,0.004,0.319,0.007
ZFBP104,ZFBP1,0.055,0.903,0.032,0.006,0.004
ZFBP105,ZFBP1,0.007,0.968,0.011,0.008,0.005
ZFBP106,ZFBP1,0.004,0.979,0.003,0.01,0.004
ZFBP107,ZFBP1,0.017,0.949,0.012,0.016,0.006
ZFBP108,ZFBP1,0.004,0.985,0.003,0.005,0.004
ZFBP109,ZFBP1,0.004,0.967,0.004,0.005,0.021
ZFBP110,ZFBP1,0.027,0.656,0.012,0.282,0.023
ZFBP111,ZFBP1,0.003,0.986,0.002,0.005,0.004
ZFBP112,ZFBP1,0.006,0.977,0.005,0.008,0.005
ZFBP113,ZFBP1,0.005,0.983,0.004,0.004,0.004
ZFBP114,ZFBP1,0.006,0.976,0.004,0.008,0.005
ZFBP115,ZFBP1,0.004,0.975,0.003,0.014,0.004
ZFBP116,ZFBP1,0.004,0.984,0.003,0.005,0.004
ZFBP117,ZFBP1,0.003,0.982,0.003,0.008,0.004
ZFBP118,ZFBP1,0.006,0.979,0.004,0.006,0.006
ZFBP119,ZFBP1,0.004,0.962,0.003,0.026,0.005
ZFBP120,ZFBP1,0.008,0.974,0.007,0.006,0.005
ZFBP121,ZFBP1,0.005,0.975,0.004,0.011,0.005
ZFBP122,ZFBP1,0.004,0.983,0.002,0.005,0.005
ZFBP123,ZFBP1,0.006,0.973,0.004,0.013,0.004
ZFBP124,ZFBP1,0.006,0.978,0.005,0.007,0.004
ZFBP125,ZFBP1,0.003,0.985,0.002,0.007,0.004
ZFBP126,ZFBP1,0.024,0.924,0.01,0.031,0.011
ZFBP127,ZFBP1,0.003,0.973,0.002,0.011,0.01
ZFBP128,ZFBP1,0.003,0.982,0.003,0.007,0.004
ZFBP129,ZFBP1,0.004,0.98,0.003,0.008,0.005
ZFBP130,ZFBP1,0.003,0.983,0.002,0.008,0.004
ZFBP131,ZFBP1,0.005,0.982,0.003,0.004,0.006
ZFBP132,ZFBP1,0.003,0.981,0.002,0.007,0.006
ZFBP133,ZFBP1,0.003,0.985,0.002,0.005,0.004
ZFBP134,ZFBP1,0.004,0.971,0.003,0.016,0.005
ZFBP135,ZFBP1,0.016,0.639,0.01,0.326,0.008
ZFBP136,ZFBP1,0.006,0.907,0.005,0.078,0.004
NA,NA,0,0,0,0,0
ZFBP201,ZFBP2,0.008,0.974,0.004,0.008,0.006
ZFBP202,ZFBP2,0.005,0.98,0.004,0.005,0.005
ZFBP203,ZFBP2,0.017,0.962,0.011,0.005,0.005
ZFBP204,ZFBP2,0.005,0.962,0.005,0.024,0.004
ZFBP205,ZFBP2,0.004,0.983,0.003,0.006,0.004
ZFBP206,ZFBP2,0.008,0.975,0.004,0.009,0.005
ZFBP207,ZFBP2,0.004,0.967,0.003,0.023,0.003
ZFBP208,ZFBP2,0.008,0.975,0.005,0.007,0.005
ZFBP209,ZFBP2,0.003,0.983,0.002,0.005,0.008
ZFBP210,ZFBP2,0.006,0.977,0.004,0.007,0.006
ZFBP211,ZFBP2,0.005,0.979,0.004,0.007,0.005
ZFBP212,ZFBP2,0.004,0.983,0.003,0.005,0.005
ZFBP213,ZFBP2,0.01,0.97,0.004,0.012,0.005
ZFBP214,ZFBP2,0.01,0.934,0.004,0.046,0.007
ZFBP215,ZFBP2,0.004,0.981,0.003,0.007,0.006
ZFBP216,ZFBP2,0.008,0.972,0.008,0.006,0.006
ZFBP217,ZFBP2,0.004,0.979,0.002,0.009,0.006
ZFBP218,ZFBP2,0.003,0.987,0.002,0.003,0.004
ZFBP219,ZFBP2,0.004,0.984,0.003,0.004,0.005
ZFBP220,ZFBP2,0.003,0.98,0.003,0.009,0.004
ZFBP221,ZFBP2,0.004,0.985,0.003,0.004,0.004
ZFBP222,ZFBP2,0.005,0.978,0.004,0.007,0.005
ZFBP223,ZFBP2,0.007,0.951,0.004,0.032,0.006
ZFBP224,ZFBP2,0.006,0.979,0.003,0.006,0.005
ZFBP225,ZFBP2,0.004,0.976,0.003,0.012,0.005
ZFBP226,ZFBP2,0.005,0.98,0.004,0.006,0.006
ZFBP227,ZFBP2,0.089,0.865,0.034,0.008,0.005
ZFBP228,ZFBP2,0.004,0.972,0.003,0.015,0.006
ZFBP229,ZFBP2,0.004,0.983,0.002,0.006,0.005
ZFBP230,ZFBP2,0.004,0.977,0.004,0.01,0.005
ZFBP231,ZFBP2,0.006,0.978,0.005,0.006,0.004
ZFBP232,ZFBP2,0.004,0.984,0.003,0.005,0.004
ZFBP233,ZFBP2,0.006,0.978,0.005,0.005,0.007
NA,NA,0,0,0,0,0
ZFCC01,ZFCC,0.013,0.005,0.007,0.973,0.004
ZFCC03,ZFCC,0.005,0.005,0.002,0.984,0.003
ZFCC04,ZFCC,0.006,0.005,0.003,0.983,0.003
ZFCC05,ZFCC,0.007,0.006,0.003,0.98,0.004
ZFCC08,ZFCC,0.005,0.021,0.003,0.969,0.003
ZFCC09,ZFCC,0.007,0.004,0.002,0.985,0.003
ZFCC10,ZFCC,0.012,0.005,0.008,0.971,0.003
ZFCC11,ZFCC,0.005,0.005,0.008,0.979,0.003
ZFCC12,ZFCC,0.094,0.005,0.009,0.889,0.003
ZFCC13,ZFCC,0.008,0.012,0.004,0.971,0.005
ZFCC14,ZFCC,0.013,0.008,0.004,0.971,0.005
ZFCC15,ZFCC,0.01,0.006,0.004,0.977,0.003
ZFCC16,ZFCC,0.008,0.004,0.003,0.982,0.003
ZFCC17,ZFCC,0.01,0.003,0.003,0.981,0.003
ZFCC18,ZFCC,0.008,0.004,0.003,0.982,0.003
ZFCC19,ZFCC,0.018,0.004,0.011,0.965,0.003
ZFCC20,ZFCC,0.005,0.004,0.002,0.986,0.003
ZFCC21,ZFCC,0.06,0.097,0.004,0.834,0.006
ZFCC22,ZFCC,0.015,0.452,0.003,0.523,0.007
ZFCC26,ZFCC,0.008,0.004,0.003,0.983,0.003
ZFCC27,ZFCC,0.004,0.004,0.006,0.984,0.003
ZFCC29,ZFCC,0.014,0.005,0.003,0.975,0.003
ZFCC30,ZFCC,0.003,0.004,0.005,0.985,0.003
ZFCC32,ZFCC,0.014,0.006,0.003,0.974,0.003
ZFCC33,ZFCC,0.01,0.004,0.005,0.979,0.002
ZFCC34,ZFCC,0.014,0.026,0.003,0.951,0.006
ZFCC35,ZFCC,0.004,0.005,0.006,0.982,0.003
ZFCC36,ZFCC,0.014,0.012,0.004,0.965,0.005
ZFCC37,ZFCC,0.103,0.008,0.009,0.876,0.004
ZFCC40,ZFCC,0.012,0.007,0.01,0.967,0.005
ZFCC42,ZFCC,0.37,0.007,0.024,0.595,0.003
ZFCC44,ZFCC,0.004,0.003,0.003,0.988,0.003
ZFCC45,ZFCC,0.041,0.005,0.007,0.943,0.004
ZFCC46,ZFCC,0.004,0.014,0.002,0.976,0.003
ZFCC47,ZFCC,0.051,0.006,0.008,0.933,0.003
ZFCC48,ZFCC,0.014,0.056,0.003,0.922,0.005
ZFCC50,ZFCC,0.009,0.004,0.002,0.982,0.003
ZFCC51,ZFCC,0.004,0.004,0.002,0.987,0.003
ZFCC52,ZFCC,0.006,0.012,0.007,0.971,0.004
ZFCC53,ZFCC,0.004,0.003,0.005,0.985,0.003
NA,NA,0,0,0,0,0
ZFCNS01,ZFCNS,0.008,0.023,0.007,0.958,0.005
ZFCNS02,ZFCNS,0.003,0.011,0.003,0.98,0.003
ZFCNS05,ZFCNS,0.005,0.019,0.003,0.968,0.005
ZFCNS06,ZFCNS,0.005,0.013,0.003,0.975,0.004
ZFCNS07,ZFCNS,0.005,0.456,0.003,0.53,0.007
ZFCNS10,ZFCNS,0.004,0.091,0.003,0.898,0.005
ZFCNS11,ZFCNS,0.005,0.013,0.004,0.974,0.004
ZFCNS15,ZFCNS,0.007,0.843,0.003,0.141,0.005
ZFCNS17,ZFCNS,0.004,0.012,0.003,0.978,0.004
ZFCNS18,ZFCNS,0.004,0.039,0.003,0.949,0.005
ZFCNS19,ZFCNS,0.004,0.008,0.003,0.982,0.003
ZFCNS20,ZFCNS,0.005,0.152,0.003,0.834,0.007
ZFCNS21,ZFCNS,0.004,0.008,0.003,0.982,0.004
ZFCNS22,ZFCNS,0.006,0.156,0.004,0.825,0.01
ZFCNS23,ZFCNS,0.005,0.014,0.003,0.974,0.004
ZFCNS24,ZFCNS,0.004,0.007,0.003,0.984,0.003
ZFCNS25,ZFCNS,0.004,0.06,0.003,0.928,0.005
ZFCNS26,ZFCNS,0.007,0.348,0.003,0.635,0.007
ZFCNS27,ZFCNS,0.006,0.912,0.004,0.074,0.005
ZFCNS28,ZFCNS,0.007,0.025,0.003,0.96,0.005
ZFCNS29,ZFCNS,0.004,0.014,0.003,0.975,0.004
ZFCNS30,ZFCNS,0.005,0.008,0.003,0.981,0.003
ZFCNS31,ZFCNS,0.005,0.072,0.003,0.914,0.006
ZFCNS32,ZFCNS,0.005,0.034,0.003,0.954,0.004
ZFCNS33,ZFCNS,0.004,0.028,0.003,0.961,0.004
ZFCNS34,ZFCNS,0.004,0.005,0.003,0.986,0.003
ZFCNS35,ZFCNS,0.006,0.022,0.006,0.962,0.004
ZFCNS36,ZFCNS,0.003,0.009,0.002,0.983,0.003
ZFCNS37,ZFCNS,0.006,0.058,0.003,0.923,0.01
ZFCNS39,ZFCNS,0.003,0.011,0.002,0.98,0.003
ZFCNS40,ZFCNS,0.004,0.037,0.003,0.951,0.006
ZFCNS41,ZFCNS,0.011,0.225,0.013,0.743,0.008
ZFCNS42,ZFCNS,0.004,0.063,0.003,0.924,0.006
ZFCNS43,ZFCNS,0.004,0.007,0.003,0.984,0.003
ZFCNS44,ZFCNS,0.004,0.018,0.003,0.97,0.005
ZFCNS45,ZFCNS,0.004,0.01,0.002,0.981,0.003
ZFCNS46,ZFCNS,0.004,0.025,0.003,0.963,0.005
ZFCNS47,ZFCNS,0.004,0.01,0.003,0.98,0.003
ZFCNS48,ZFCNS,0.004,0.042,0.003,0.947,0.005
ZFCNS49,ZFCNS,0.005,0.819,0.003,0.168,0.005
NA,NA,0,0,0,0,0
ZFCR01,ZFCR,0.952,0.018,0.004,0.006,0.02
ZFCR02,ZFCR,0.828,0.059,0.024,0.026,0.063
ZFCR03,ZFCR,0.966,0.02,0.003,0.007,0.004
ZFCR04,ZFCR,0.956,0.019,0.003,0.014,0.008
ZFCR05,ZFCR,0.973,0.007,0.004,0.011,0.005
ZFCR06,ZFCR,0.604,0.242,0.012,0.113,0.03
ZFCR07,ZFCR,0.758,0.029,0.011,0.198,0.005
ZFCR08,ZFCR,0.898,0.048,0.005,0.032,0.017
ZFCR09,ZFCR,0.894,0.043,0.014,0.042,0.008
ZFCR11,ZFCR,0.869,0.089,0.007,0.02,0.015
ZFCR12,ZFCR,0.589,0.125,0.003,0.277,0.005
ZFCR13,ZFCR,0.773,0.172,0.021,0.015,0.02
ZFCR14,ZFCR,0.931,0.025,0.007,0.024,0.014
ZFCR15,ZFCR,0.957,0.024,0.003,0.012,0.004
ZFCR16,ZFCR,0.805,0.029,0.005,0.007,0.154
ZFCR18,ZFCR,0.882,0.008,0.075,0.012,0.023
ZFCR19,ZFCR,0.886,0.079,0.004,0.023,0.008
ZFCR20,ZFCR,0.932,0.04,0.009,0.01,0.01
ZFCR21,ZFCR,0.958,0.019,0.005,0.016,0.003
ZFCR22,ZFCR,0.953,0.028,0.006,0.009,0.005
ZFCR23,ZFCR,0.902,0.051,0.016,0.004,0.027
ZFCR24,ZFCR,0.562,0.414,0.006,0.006,0.012
ZFCR25,ZFCR,0.98,0.009,0.003,0.006,0.003
ZFCR26,ZFCR,0.916,0.051,0.005,0.024,0.004
ZFCR27,ZFCR,0.969,0.003,0.018,0.004,0.005
ZFCR28,ZFCR,0.514,0.449,0.007,0.02,0.01
ZFCR29,ZFCR,0.975,0.011,0.006,0.005,0.003
ZFCR30,ZFCR,0.953,0.023,0.003,0.016,0.004
ZFCR31,ZFCR,0.829,0.107,0.004,0.047,0.012
ZFCR33,ZFCR,0.904,0.026,0.004,0.058,0.008
ZFCR34,ZFCR,0.878,0.051,0.008,0.049,0.014
ZFCR35,ZFCR,0.978,0.005,0.006,0.008,0.003
ZFCR36,ZFCR,0.956,0.012,0.007,0.014,0.012
ZFCR37,ZFCR,0.934,0.008,0.017,0.036,0.004
ZFCR38,ZFCR,0.933,0.016,0.004,0.04,0.006
ZFCR39,ZFCR,0.615,0.101,0.147,0.109,0.028
ZFCR40,ZFCR,0.961,0.013,0.004,0.016,0.006
ZFCR41,ZFCR,0.625,0.126,0.003,0.237,0.01
ZFCR42,ZFCR,0.746,0.098,0.006,0.141,0.009
ZFCR43,ZFCR,0.795,0.091,0.014,0.008,0.092
NA,NA,0,0,0,0,0
ZFENP25,ZFENP,0.952,0.013,0.014,0.009,0.013
ZFENP26,ZFENP,0.894,0.008,0.083,0.007,0.008
ZFENP27,ZFENP,0.619,0.024,0.006,0.341,0.009
ZFENP28,ZFENP,0.961,0.008,0.006,0.021,0.004
ZFENP29,ZFENP,0.969,0.006,0.008,0.014,0.003
ZFENP30,ZFENP,0.901,0.007,0.016,0.073,0.003
ZFENP31,ZFENP,0.924,0.011,0.012,0.047,0.006
ZFENP32,ZFENP,0.887,0.014,0.042,0.053,0.004
ZFENP33,ZFENP,0.977,0.006,0.006,0.008,0.003
ZFENP34,ZFENP,0.971,0.005,0.005,0.014,0.005
ZFENP35,ZFENP,0.952,0.011,0.02,0.011,0.006
ZFENP36,ZFENP,0.973,0.004,0.014,0.006,0.003
ZFENP37,ZFENP,0.973,0.007,0.005,0.012,0.004
ZFENP38,ZFENP,0.847,0.016,0.034,0.099,0.004
ZFENP39,ZFENP,0.973,0.005,0.006,0.013,0.004
ZFENP40,ZFENP,0.976,0.006,0.006,0.007,0.005
ZFENP41,ZFENP,0.618,0.009,0.155,0.212,0.005
ZFENP42,ZFENP,0.956,0.007,0.021,0.009,0.006
ZFENP43,ZFENP,0.749,0.033,0.007,0.201,0.01
ZFENP44,ZFENP,0.933,0.009,0.013,0.04,0.005
ZFENP45,ZFENP,0.591,0.372,0.01,0.02,0.007
ZFENP46,ZFENP,0.911,0.018,0.06,0.007,0.004
ZFENP47,ZFENP,0.707,0.062,0.175,0.042,0.014
ZFENP48,ZFENP,0.948,0.012,0.006,0.031,0.004
ZFENP49,ZFENP,0.95,0.02,0.006,0.021,0.003
ZFENP50,ZFENP,0.648,0.053,0.178,0.016,0.104
ZFENP51,ZFENP,0.938,0.022,0.024,0.008,0.009
ZFENP52,ZFENP,0.806,0.019,0.029,0.044,0.103
ZFENP53,ZFENP,0.738,0.048,0.051,0.017,0.147
ZFENP54,ZFENP,0.738,0.155,0.026,0.034,0.047
ZFENP55,ZFENP,0.964,0.006,0.019,0.005,0.005
ZFENP56,ZFENP,0.612,0.036,0.244,0.096,0.012
ZFENP57,ZFENP,0.963,0.005,0.018,0.01,0.004
ZFENP58,ZFENP,0.572,0.02,0.068,0.28,0.06
ZFENP59,ZFENP,0.918,0.007,0.009,0.063,0.003
ZFENP60,ZFENP,0.978,0.006,0.004,0.006,0.005
ZFENP61,ZFENP,0.924,0.004,0.054,0.015,0.003
NA,NA,0,0,0,0,0
ZFFDSP01,ZFFDSP,0.004,0.983,0.003,0.006,0.004
ZFFDSP02,ZFFDSP,0.003,0.986,0.002,0.005,0.004
ZFFDSP04,ZFFDSP,0.004,0.985,0.004,0.004,0.004
ZFFDSP05,ZFFDSP,0.005,0.983,0.004,0.005,0.004
ZFFDSP06,ZFFDSP,0.003,0.986,0.003,0.005,0.003
ZFFDSP07,ZFFDSP,0.006,0.976,0.003,0.011,0.004
ZFFDSP08,ZFFDSP,0.004,0.975,0.003,0.015,0.004
ZFFDSP10,ZFFDSP,0.005,0.983,0.003,0.006,0.004
ZFFDSP11,ZFFDSP,0.005,0.982,0.004,0.005,0.004
ZFFDSP12,ZFFDSP,0.003,0.984,0.002,0.005,0.005
ZFFDSP13,ZFFDSP,0.006,0.959,0.005,0.024,0.005
ZFFDSP14,ZFFDSP,0.005,0.983,0.003,0.006,0.004
ZFFDSP16,ZFFDSP,0.007,0.971,0.004,0.01,0.008
ZFFDSP17,ZFFDSP,0.004,0.983,0.003,0.005,0.005
ZFFDSP18,ZFFDSP,0.005,0.981,0.003,0.007,0.004
ZFFDSP19,ZFFDSP,0.005,0.969,0.002,0.018,0.005
ZFFDSP21,ZFFDSP,0.004,0.971,0.002,0.018,0.005
ZFFDSP22,ZFFDSP,0.003,0.986,0.002,0.005,0.004
ZFFDSP23,ZFFDSP,0.003,0.987,0.002,0.005,0.004
ZFFDSP24,ZFFDSP,0.005,0.981,0.002,0.007,0.004
ZFFDSP26,ZFFDSP,0.004,0.983,0.003,0.006,0.004
ZFFDSP27,ZFFDSP,0.004,0.983,0.004,0.005,0.004
ZFFDSP28,ZFFDSP,0.092,0.867,0.003,0.033,0.004
ZFFDSP30,ZFFDSP,0.009,0.968,0.006,0.012,0.004
ZFFDSP31,ZFFDSP,0.005,0.983,0.002,0.006,0.003
ZFFDSP32,ZFFDSP,0.004,0.985,0.002,0.004,0.004
ZFFDSP33,ZFFDSP,0.004,0.986,0.002,0.003,0.005
ZFFDSP34,ZFFDSP,0.004,0.985,0.002,0.006,0.004
ZFFDSP35,ZFFDSP,0.005,0.982,0.003,0.005,0.004
ZFFDSP37,ZFFDSP,0.004,0.983,0.003,0.005,0.005
ZFFDSP38,ZFFDSP,0.004,0.984,0.003,0.005,0.004
ZFFDSP39,ZFFDSP,0.003,0.986,0.003,0.004,0.004
ZFFDSP40,ZFFDSP,0.004,0.984,0.003,0.005,0.004
ZFFDSP42,ZFFDSP,0.003,0.985,0.002,0.006,0.004
ZFFDSP43,ZFFDSP,0.003,0.986,0.002,0.005,0.004
ZFFDSP44,ZFFDSP,0.005,0.982,0.003,0.006,0.004
ZFFDSP45,ZFFDSP,0.004,0.983,0.003,0.006,0.004
ZFFDSP46,ZFFDSP,0.004,0.982,0.002,0.007,0.005
ZFFDSP47,ZFFDSP,0.003,0.986,0.002,0.005,0.004
ZFFDSP48,ZFFDSP,0.004,0.982,0.003,0.007,0.004
NA,NA,0,0,0,0,0
ZFI01,ZFI,0.972,0.005,0.006,0.015,0.002
ZFI02,ZFI,0.977,0.009,0.003,0.007,0.003
ZFI03,ZFI,0.973,0.005,0.006,0.013,0.003
ZFI04,ZFI,0.981,0.005,0.004,0.007,0.003
ZFI05,ZFI,0.96,0.008,0.007,0.022,0.003
ZFI06,ZFI,0.922,0.024,0.023,0.026,0.004
ZFI07,ZFI,0.977,0.004,0.008,0.007,0.004
ZFI08,ZFI,0.985,0.004,0.003,0.006,0.002
ZFI09,ZFI,0.971,0.005,0.014,0.007,0.002
ZFI10,ZFI,0.954,0.012,0.005,0.023,0.006
ZFI11,ZFI,0.981,0.004,0.004,0.008,0.003
ZFI12,ZFI,0.969,0.007,0.003,0.019,0.003
ZFI13,ZFI,0.962,0.005,0.019,0.012,0.003
ZFI14,ZFI,0.946,0.018,0.015,0.015,0.006
ZFI15,ZFI,0.976,0.005,0.006,0.009,0.003
ZFI16,ZFI,0.974,0.005,0.009,0.009,0.003
ZFI17,ZFI,0.974,0.005,0.01,0.008,0.003
ZFI18,ZFI,0.939,0.004,0.045,0.007,0.003
ZFI19,ZFI,0.973,0.004,0.014,0.006,0.003
ZFI20,ZFI,0.98,0.006,0.004,0.007,0.003
ZFI21,ZFI,0.896,0.026,0.042,0.028,0.008
ZFI22,ZFI,0.957,0.008,0.017,0.009,0.008
ZFI23,ZFI,0.975,0.005,0.006,0.01,0.003
ZFI24,ZFI,0.968,0.006,0.005,0.018,0.003
ZFI25,ZFI,0.978,0.007,0.003,0.008,0.004
ZFI26,ZFI,0.979,0.004,0.006,0.009,0.003
ZFI27,ZFI,0.945,0.008,0.008,0.036,0.003
ZFK01,ZFI,0.01,0.009,0.005,0.973,0.003
NA,NA,0,0,0,0,0
ZFK02,ZFK,0.011,0.008,0.006,0.971,0.003
ZFK03,ZFK,0.02,0.008,0.005,0.965,0.002
ZFK04,ZFK,0.179,0.01,0.006,0.802,0.003
ZFK05,ZFK,0.138,0.006,0.005,0.848,0.003
ZFK06,ZFK,0.142,0.006,0.007,0.843,0.003
ZFK07,ZFK,0.012,0.01,0.004,0.971,0.003
ZFK08,ZFK,0.748,0.013,0.005,0.231,0.003
ZFK10,ZFK,0.084,0.009,0.006,0.899,0.003
ZFK11,ZFK,0.089,0.006,0.005,0.897,0.003
ZFK12,ZFK,0.014,0.017,0.005,0.961,0.003
ZFK13,ZFK,0.02,0.056,0.006,0.915,0.004
ZFK14,ZFK,0.008,0.014,0.004,0.97,0.004
ZFK15,ZFK,0.098,0.036,0.006,0.857,0.004
ZFK16,ZFK,0.008,0.024,0.004,0.962,0.003
NA,NA,0,0,0,0,0
ZFLB01,ZFLB,0.962,0.011,0.018,0.005,0.004
ZFLB02,ZFLB,0.975,0.005,0.009,0.004,0.007
ZFLB03,ZFLB,0.938,0.01,0.013,0.035,0.004
ZFLB04,ZFLB,0.842,0.045,0.016,0.092,0.005
ZFLB05,ZFLB,0.97,0.006,0.013,0.007,0.004
ZFLB06,ZFLB,0.956,0.01,0.013,0.015,0.005
ZFLB07,ZFLB,0.813,0.047,0.038,0.098,0.004
ZFLB08,ZFLB,0.978,0.004,0.009,0.005,0.003
ZFLB09,ZFLB,0.971,0.007,0.011,0.006,0.005
ZFLB10,ZFLB,0.972,0.007,0.008,0.009,0.004
ZFLB11,ZFLB,0.948,0.011,0.018,0.016,0.007
ZFLB12,ZFLB,0.973,0.004,0.014,0.006,0.003
ZFLB13,ZFLB,0.97,0.008,0.008,0.01,0.004
NA,NA,0,0,0,0,0
ZFLTI01,ZFLTI,0.004,0.898,0.003,0.09,0.005
ZFLTI02,ZFLTI,0.005,0.471,0.002,0.517,0.005
ZFLTI03,ZFLTI,0.004,0.95,0.003,0.04,0.004
ZFLTI04,ZFLTI,0.007,0.864,0.006,0.118,0.006
ZFLTI05,ZFLTI,0.004,0.936,0.002,0.053,0.005
ZFLTI06,ZFLTI,0.004,0.98,0.003,0.009,0.005
ZFLTI07,ZFLTI,0.005,0.968,0.004,0.018,0.005
ZFLTI08,ZFLTI,0.007,0.927,0.003,0.057,0.005
ZFLTI09,ZFLTI,0.006,0.972,0.004,0.015,0.004
ZFLTI10,ZFLTI,0.005,0.962,0.003,0.026,0.005
ZFLTI11,ZFLTI,0.003,0.981,0.002,0.009,0.004
ZFLTI12,ZFLTI,0.004,0.954,0.002,0.036,0.004
ZFLTI13,ZFLTI,0.005,0.612,0.003,0.373,0.007
ZFLTI14,ZFLTI,0.006,0.068,0.002,0.92,0.004
NA,NA,0,0,0,0,0
ZFONF101,ZFONF1,0.003,0.988,0.003,0.003,0.004
ZFONF102,ZFONF1,0.005,0.984,0.005,0.003,0.003
ZFONF103,ZFONF1,0.005,0.969,0.003,0.018,0.005
ZFONF104,ZFONF1,0.002,0.988,0.002,0.004,0.004
ZFONF105,ZFONF1,0.003,0.985,0.002,0.005,0.004
ZFONF106,ZFONF1,0.004,0.986,0.003,0.004,0.003
ZFONF107,ZFONF1,0.037,0.895,0.037,0.025,0.006
ZFONF108,ZFONF1,0.009,0.96,0.005,0.02,0.006
ZFONF109,ZFONF1,0.006,0.971,0.005,0.014,0.004
ZFONF110,ZFONF1,0.003,0.986,0.002,0.005,0.004
ZFONF111,ZFONF1,0.015,0.959,0.015,0.007,0.004
ZFONF112,ZFONF1,0.003,0.985,0.002,0.006,0.004
ZFONF113,ZFONF1,0.004,0.981,0.004,0.006,0.004
ZFONF115,ZFONF1,0.004,0.981,0.003,0.008,0.004
ZFONF116,ZFONF1,0.005,0.979,0.003,0.008,0.005
ZFONF117,ZFONF1,0.005,0.973,0.003,0.014,0.005
ZFONF118,ZFONF1,0.004,0.981,0.002,0.009,0.003
ZFONF119,ZFONF1,0.005,0.977,0.005,0.009,0.004
